ISBN,TITLE,AUTHORS,YEAR,PUBLISHER,GENRE,DESCRIPTION,PAGE_COUNT,LANGUAGE,AVG_RATING,RATINGS_COUNT
9781886039247,Counterpoint,"Margaret Press, Joan Noble Pinkham",1996,,True Crime,"On a shimmering, Massachusetts morning, Martha Brailsford stepped aboard the ""Counterpoint"" and went for the last sail of her life. She had no way of knowing that the boat's owner, Tom Maimoni, had a dark side, that he'd lured other women onto his boat. What happened that morning of July 12, 1998? Was Martha's death an accident? Or, was she murdered? Would there be enough evidence for a jury to convict Maimoni? In this nonfiction debut, mystery novelist Margaret Press takes us into the heart of Salem, introducing a cast of real-life characters--the other women who encountered Maimoni, the team of dedicated investigators, the ""lobsterman,"" and the modern-day witch of Salem. As the lives of these townspeople intertwine, readers are drawn in to an intriguing maze of surprise and contradiciton, where all the paths lead back to that fateful July morning aboard the ""Counterpoint.""",0,en,,
9780440843061,Disasters,Lisa DeMauro,1990,,Science,A book about natural disasters for children.,68,en,,
9780201309812,Applying Use Cases,"Geri Schneider, Jason P. Winters",1998,Addison-Wesley Professional,Application software,Getting started; Identifying System Boundaries; Primary Scenarios; Secondary Scenarios; Diagramming Use Cases; Dividing Large Systems; Documenting Use Cases; Use Cases and the Project Plan; Reviews; Constructing and Delivering a System.,0,en,,
9780310328513,Knowing the Face of God,Tim Stafford,1989,Zondervan Publishing Company,Religion,"For the individual who wants to know God, there is good news: God wants to be known.This book takes a look at what it takes to draw near to God and to recognize his face.",260,en,,
9780689114090,"The Year of Three Kings, 1483",Giles St. Aubyn,1983,Scribner,History,Portrays the life and personality of Richard III and his seizure of the English throne from his nephew Edward V,288,en,,
9780515133875,Narcissus in Chains,Laurell K. Hamilton,2002,Penguin,Fiction,"In her tenth adventure, nothing can save vampire hunter Anita Blake from a twist of fate that draws her ever closer to the brink of humanity.",657,en,,
9780375759178,Northanger Abbey,Jane Austen,2002,Modern Library,Fiction,"Jane Austen’s first novel, Northanger Abbey—published posthumously in 1818—tells the story of Catherine Morland and her dangerously sweet nature, innocence, and sometime self-delusion. Though Austen’s fallible heroine is repeatedly drawn into scrapes while vacationing at Bath and during her subsequent visit to Northanger Abbey, Catherine eventually triumphs, blossoming into a discerning woman who learns truths about love, life, and the heady power of literature. The satirical Northanger Abbey pokes fun at the gothic novel while earnestly emphasizing caution to the female sex. This Modern Library Paperback Classic is set from the first edition of 1818.",260,en,4,9
9780821772157,The Fifth Victim,Beverly Barton,2003,Zebra Books,Fiction,Romantic suspense.,356,en,,
9780812576450,When This Cruel War Is Over,Thomas Fleming,2002,Forge Books,Fiction,"They called themselves Sons of Liberty -- a revolutionary conspiracy that intended to form a new confederacy in the American heartland -- and put an end to the American Civil War. Backed by the South, the Sons launch guerilla attacks against Union troops. The year is 1864, the place Indiana and Kentucky. A time of ruthless censorship, conscription, and a seemingly endless war that has left a half a million Americans dead. Union Major Paul Stapleton falls in love with Janet Todd, courier and evangelist for the Sons of Liberty. Another admirer, Colonel Adam Jameson, readies his Confederate cavalry division to support the Sons' revolt. The battle for the future of America is about to begin.",384,en,,
9780765308924,Grudge Match,Jay Brandon,2004,Macmillan,Fiction,A Chris Sinclair thriller.,382,en,,
9780590112895,The Subtle Knife,Philip Pullman,1998,,Boys,"As the boundaries between worlds begin to dissolve, Lyra and her daemon help Will Parry in his search for his father and for a powerful, magical knife.",341,en,5,2
9781903458150,Ready to Learn,"Martyn Rawson, Michael Rose",2002,Hawthorne Books,Education,"Martyn Rawson, author of Waldorf Education and Find Your Child's True Potential, here considers how pre-school children can be prepared for starting school.",196,en,,
9780786015146,Dangerous Attraction,Robert Scott,2003,Kensington Books,True Crime,"Follows the case of neo-Nazi gang member Justin Merriman, whose murder of girlfriend Katrinia Montgomery went unproven for six years while he brutalized a series of victims into keeping silent about his crimes. Reissue.",276,en,,
9780803955400,Qualitative Data Analysis,"Matthew B. Miles, A. Michael Huberman",1994,SAGE,Education,"The latest edition of this best-selling textbook by Miles and Huberman not only is considerably expanded in content, but is now available in paperback. Bringing the art of qualitative analysis up-to-date, this edition adds hundreds of new techniques, ideas and references developed in the past decade. The increase in the use of computers in qualitative analysis is also reflected in this volume. There is an extensive appendix on criteria to choose from among the currently available analysis packages. Through examples from a host of social science and professional disciplines, Qualitative Data Analysis remains the most comprehensive and complete treatment of this topic currently available to scholars and applied researchers.",358,en,4,12
9780465082261,The Day the Voices Stopped,"Ken Steele, Claire Berman",2001,Basic Books (AZ),Psychology,A nationally renowned spokesperson for the mentally ill recalls his three-decade struggle with schizophrenia and reveals how he was able to overcome the disease and create a new life.,284,en,,
9780939149186,Funny Business,Gary J. Katzenstein,1989,,Social Science,"The author recounts his experiences as the winner of a fellowship to work in Japan, and shares his observations about the Japanese way of life and Western misconceptions about Japanese society.",248,en,,
9780380712045,Black Cherry Blues,James L. Burke,1990,Harper Collins,Fiction,"Ex-cop Dave Robicheaux: His wife had been murdered ... Now they're after his little girl... From the Louisiana bayou to Montana's tribal lands,he's running front the bottle, a homicide rap, aprofessional killer ... and the demons of his past.",388,en,,
9780866224796,A Step-by-step Book about Dwarf Hamsters,Chris Henwood,1990,TFH Publications,Pets,"Discusses the varieties, breeding, selection, keeping, and care of these petite rodents.",66,en,,
9780879516246,The Overlook Film Encyclopedia,"Tom Milne, Paul Willemen",1995,Overlook Books,Performing Arts,"Since the initial publication of the first three groundbreaking volumes -- Horror, Science Fiction, and The Western -- The Overlook Film Encyclopedia series has been deemed the most authoritative, stylish, and compulsively readable film reference series ever. In The Gangster Film, series editor Phil Hardy has created yet again a landmark in film reference. Included in this lavish volume are critical entries on more than 1,500 gangster films, complete with plot synapses and credits, and 650 black and white photographs to capture the look of this exciting genre. Arranged chronologically, The Gangster Film offers deliciously opinionated and detailed descriptions, statistical information, credits and trivia from early classics such as Public Enemy, Key Largo, Dragnet, and On the Waterfront to contemporary blockbusters such as The Grifters, Chinatown, The Godfather, and Pulp Fiction. Essential, authoritative, and entertaining, The Gangster Film is the guide for serious students of film, film buffs, and home viewers.",500,en,5,1
9781582432243,Beloved Stranger,Clare Boylan,2002,Counterpoint,Fiction,"After fifty years of marriage in the same Dublin suburb, Dick and LIly enjoy a ""safe"" life of compromise until one night when LIly awakens to find Dick under the bed, holding a shotgun, convinced there's an intruder in the house--plunging deeper into his insanity. Reprint. 20,000 first printing.",320,en,,
9780671563110,Mosaic,Jeri Taylor,1996,Pocket Books/Star Trek,Fiction,"Faced with hard choices in the middle of battle, Captain Janeway reviews her life and the events that shaped her.",322,en,4,1
9780590426237,Big Sarah's Little Boots,Paulette Bourgeois,1992,Scholastic Paperbacks,Boots,"Sarah loves her shiny yellow boots, until the day she finds she has grown and cannot fit into them any more.",32,en,,
9781890690106,Terrifying Tales 2 of the Beaches and Bays,Ed Okonowicz,2001,"Myst & Lace Publishers, Incorporated",Ghosts,,132,en,,
9780821719848,Captive Bride,Carol Finch,1987,Zebra Books,Fiction,,500,en,,
9780520216518,Bonobo,"Frans B. M. Waal, Frans Lanting",1997,Univ of California Press,Nature,"Primatologist Frans de Waal and wildlife photographer Frans Lanting present the most up-to-date perspective available on the bonobo, the least known of the great apes. 75 color plates.",252,en,,
9780671643782,Travelers,Ruth Prawer Jhabvala,1987,Touchstone,Fiction,India's ambience affects the lives of group of westerners searching for more meaningful lives.,260,en,,
9780800623272,Martin Luther's Basic Theological Writings,Martin Luther,1989,Augsburg Fortress Publishing,Religion,"'He place and significance of Martin Luther in the long history of Christian anti-Jewish polemic has been and continues to be a contested issue. It is true that Luther's anti-Jewish rhetoric intensified toward the end of his life, but reading Luther with a careful eye toward ""the Jewish question,"" it becomes clear that Luther's theological presuppositions toward Judaism and the Jewish people are a central, core component of his thought throughout his career, not just at the end. It follows then that it is impossible to understand the heart and building blocks of Luther's theology without acknowledging the crucial role of ""the Jews"" in his fundamental thinking. Luther was constrained by ideas, images, and superstitions regarding the Jews and Judaism that he inherited from medieval Christian tradition. But the engine in the development of Luther's theological thought as it relates to the Jews is his biblical hermeneutics. Just as ""the Jewish question"" is a central, core component of his thought, so biblical interpretation (and especially Old Testament interpretation) is the primary arena in which fundamental claims about the Jews and Judaism are formulated and developed.' -- Publisher.",788,en,,
9780595214310,Ker-SPLASH!,Floyd M. Orr,2002,iUniverse,Sports & Recreation,"Ker-SPLASH! is an up-to-date, comprehensive look at the hobby and sport of recreational boating and water skiing. It is intended as a guide for both the neophyte and the experienced recreational power boater. The book includes detailed instructions for: (1) Selecting and buying a boat; (2) Making an intelligent engine choice; (3) Selecting boating accessories; (4) Choosing skis, boards, and towables; (5) Selecting a personal slalom ski; (6) Learning to ski and towing a skier; (7) Learning to slalom; (8) Riding and towing other water toys; and (9) Maintenance and safety issues. Ker-SPLASH! covers these types of recreational powerboats: sterndrive runabouts, tournament ski boats, mini-jet boats, personal watercraft, offshore performance boats, deck and pontoon boats, outboard ski boats, fisn 'n' ski boats, and cuddy cabins. Comparative descriptions and contact addresses of the major boat, ski, wakeboard, and accessory manufacturers are included. Ker-SPLASH is not only a reference guide, but it also includes down-to-earth information and entertaining boating stories.",276,en,,
9788445074565,Titus Groan,Mervyn Peake,2003,Minotauro Ediciones Avd,Fiction,"Classics of epic fantasy, Peakes series of Gormenghast novels represents one of the most brilliantly sustained flights of Gothic imagination. For the first time in years, the first book in this timeless series is available in an individual paperback volume, complete with new packaging.",576,es,,
9780394405155,Barefoot in the Park,Neil Simon,1964,Random House (NY),Drama,This comedic play follows the trials and tribulations of newlyweds in their first apartment.,168,en,,
9780970511928,Winning the Airfare Game,Charles McCool,2001,,Transportation,,208,en,5,1
9781856350211,Forbhais Droma Dámhgháire,Seán Ó Duinn,1992,,"Epic literature, Irish","Originally part of The Book of Lismore this ancient Irish epic (which could be called the Tain of Munster) is a marvelous story of magic and fantasy, political influence and vengeance, with a wealth of place-names and curious traditions. The story concerns the march of the high-king Cormac MacAirt, his army and druids from Tara into Munster for the purpose of forcing Fiacha, king of Munster, to pay taxes. A series of encounters take place in which the Munstermen suffer terrible defeats - not through any lack of military ability but through the superior magic of Cormac's druids and druidesses. The situation becomes critical when the druids dry up the wells and Fiacha's men are reduced to shadows of their former selves. At this point Fiacha is obliged to agree to the humiliating conditions imposed by Cormac until the great Munster druid Mogh Roith comes to his aid.",124,en,,
